sizes,probs,cells
66.8,0.22,1600
37,0.71,300
58.4,0.89,1600
88.4,0.27,3350
36.4,0.14,4300
99,0.97,2600
94.8,0.02,4050
31.8,0.13,3500
87,0.93,300
24,0.07,4250
47.4,0.18,2850
59.8,0.72,2850
25.6,0.89,3450
92,0.41,200
34.2,0.82,3650
34.2,0.16,4450
56.4,0.41,4100
19.6,0.55,1450
44.2,0.34,2150
23.4,0.49,3850
33,0.05,3250
91,0.13,4900
77,0.74,4700
93,0.48,3550
99,0.15,1750
61,0.68,400
59.6,0.55,2150
30,0.81,850
73.4,0.8,3050
52,0.6,2500
14.8,0.89,3400
84.6,0.67,2550
49,0.8,1150
99.6,0.45,450
34.6,0.73,4150
41.8,0.45,1000
77,0.08,600
83.8,0.22,400
53.8,0.37,4500
74,0.63,3700
9.4,0.3,3350
0.6,0.99,4800
20.2,0.06,1700
48.8,0.05,2000
91.2,0.47,850
90.8,0.2,2250
27.6,0.08,2950
34,0.67,4200
30.8,0.43,1300
72,0.82,1800
52.2,0.29,3600
8.8,0.27,4400
94,0.93,3800
97.8,0.96,2750
18.2,0.38,2950
21.4,0.97,4650
69.2,0.24,2700
45.2,0.68,3650
58.6,0.21,2900
99.6,0.92,1450
53,0.2,2300
88.8,0.5,650
90.4,0.39,450
28.4,0.24,300
51.8,0.45,3600
90.6,0.24,4300
64.8,0.87,2250
56.8,0.75,1300
28.6,0.82,2400
34.2,0.81,3450
84.2,0.45,4450
0.4,0.33,350
45,0.29,4450
14.6,0.67,4300
80.2,0.62,2450
66.8,0.86,3350
8.8,0.61,2100
29,0.51,4850
78.6,0.64,4800
27.2,0.27,300
82.4,0.31,1500
39,0.92,3350
0.4,0.3,550
87.4,0.13,500
44.6,0.63,1800
84.4,0.04,4550
11,0.8,4200
28.8,0.71,200
18.4,0.69,3450
94.8,0.6,650
45.8,0.57,4800
95.8,0.88,3750
17,0.82,250
34.6,0.11,2350
25,0.07,4150
70,0.88,3150
65.2,0.48,5000
58.6,0.23,4450
7.2,0.78,2000
35.2,0.98,700
29,0.08,1600
24.4,0.65,300
33.4,0.77,1600
44.2,0.64,3350
99.8,0.83,4300
86.2,0.7,2600
65.2,0.73,4050
17,0.98,3500
20.6,0.7,300
40.6,0.22,4250
37.2,0.38,2850
82,0.04,2850
54,0.58,3450
56.8,0.92,200
82,0.36,3650
63,0.37,4450
20.2,0.66,4100
67,0.04,1450
40.4,0.83,2150
3.2,0.85,3850
69.6,0.34,3250
27.2,0.55,4900
11,0.85,4700
93,0.7,3550
71.6,0.5,1750
95.8,0.81,400
28.4,0.15,2150
76.8,0.84,850
72.8,0.26,3050
13.8,0.18,2500
96,0.38,3400
17.2,0.88,2550
26.6,0.73,1150
50,0.7,450
12.4,0.46,4150
66,0.38,1000
72.4,0.44,600
53,0.97,400
72.2,0.12,4500
57.2,0.14,3700
43,0.17,3350
3.4,0.76,4800
58.8,0.18,1700
90.8,0.22,2000
14,0.06,850
42.8,0.15,2250
45.8,0.96,2950
19.8,0.94,4200
55.8,0.08,1300
79.4,0.25,1800
37,0.35,3600
40.8,0.17,4400
54.4,0.71,3800
19,0.23,2750
30.6,0.13,2950
92.2,0.54,4650
28.4,0.06,2700
14,0.78,3650
54.4,0.08,2900
25.2,0.24,1450
76.6,0.66,2300
97.4,0.56,650
29.4,0.23,450
95.6,0.39,300
95.2,0.6,3600
65.2,0.26,4300
21,0.36,2250
51.6,0.99,1300
82.4,0.6,2400
30.8,0.22,3450
54.6,0.17,4450
27.4,0.11,350
12.6,0.13,4450
2,0.15,4300
74.8,0.23,2450
71.4,0.73,3350
39.4,0.94,2100
25.2,0.69,4850
49.6,0.18,4800
14.4,0.42,300
73.4,0.24,1500
68.2,0.04,3350
35.2,0.55,550
4.6,0.49,500
27.6,0.9,1800
34.4,0.5,4550
89.6,0.75,4200
80.4,0.12,200
33.2,0.94,3450
69.6,0.64,650
1,0.21,4800
75.2,0.63,3750
44.6,0.11,250
68,0.34,2350
80,0.86,4150
60.4,0.26,3150
99.6,0.44,5000
9.8,0.09,4450
0.6,0.22,2000
14.8,0.66,700
25,0.92,1600
92.8,0.3,300
7.6,0.25,1600
69.8,0.82,3350
8.8,0.88,4300
97.8,0.2,2600
65.8,0.55,4050
35.2,0.98,3500
66.6,0.37,300
48.2,0.26,4250
36,0.23,2850
27.6,0.66,2850
75,0.48,3450
96.4,0.46,200
99.8,0.31,3650
24,0.52,4450
75.8,0.11,4100
46.2,0.59,1450
32.8,0.39,2150
15.8,0.78,3850
73,0.04,3250
19.4,0.96,4900
56.4,0.85,4700
75.4,0.89,3550
39.8,0.71,1750
3.6,0.99,400
20,0.88,2150
63.2,0.66,850
75.4,0.31,3050
66.8,0.16,2500
27.4,0.07,3400
84.4,0.33,2550
10.8,0.76,1150
94.6,0.6,450
99.2,0.11,4150
1.6,0.31,1000
77.8,0.74,600
38.6,0.85,400
14.4,0.48,4500
15,0.6,3700
66,0.87,3350
69.8,0.42,4800
34.8,0.92,1700
24.6,0.68,2000
36,0.18,850
81.8,0.78,2250
7.4,0.99,2950
29.4,0.42,4200
86.8,0.48,1300
93,0.11,1800
2,0.69,3600
70.8,0.19,4400
40,0.23,3800
18.2,0.8,2750
99.6,0.38,2950
62.8,0.59,4650
75,0.97,2700
43,0.43,3650
63.2,0.27,2900
74.8,0.32,1450
65.8,0.44,2300
90.6,0.04,650
54.6,0.89,450
87,0.09,300
98.2,0.86,3600
13.6,0.62,4300
21.2,0.45,2250
74.6,0.25,1300
35.2,0.28,2400
6.6,0.94,3450
10,0.36,4450
51.2,0.02,350
66.2,0.21,4450
50.4,0.94,4300
94.2,0.52,2450
94.8,0.78,3350
25.8,0.82,2100
95.4,0.93,4850
25.8,0.3,4800
62,0.22,300
63,0.64,1500
39.6,0.46,3350
10.4,0.55,550
18.4,0.03,500
4,0.81,1800
71.2,0.46,4550
77.2,0.67,4200
20.6,0.59,200
36.6,0.41,3450
77.6,0.31,650
10.8,0.91,4800
48.2,0.12,3750
37,0.16,250
92,0.07,2350
35.6,0.64,4150
91.8,0.54,3150
83.6,0.79,5000
36.4,0.83,4450
17.6,0.72,2000
29.2,0.21,700
88,0.89,1600
76.4,0.22,300
24.6,0.99,1600
62.8,0.51,3350
21.2,0.13,4300
53,0.38,2600
72,0.38,4050
43.8,0.3,3500
22.2,0.54,300
52.2,0.91,4250
21.6,0.25,2850
62.8,0.16,2850
10.8,0.39,3450
72.2,0.04,200
0.6,0.81,3650
18.4,0.23,4450
64.8,0.83,4100
43.6,0.63,1450
69.8,0.41,2150
32.6,0.16,3850
26,0.84,3250
50.4,0.92,4900
9,0.51,4700
60.6,0.27,3550
84.6,0.24,1750
41.2,0.45,400
86.2,0.44,2150
77.8,0.15,850
33.2,0.82,3050
63.4,0.92,2500
50.2,0.44,3400
14.6,0.18,2550
72.6,0.98,1150
50.6,0.36,450
88,0.18,4150
22.8,0.97,1000
72.4,0.5,600
74.8,0.56,400
1.2,0.24,4500
97,0.98,3700
74.6,0.69,3350
4.6,0.19,4800
87.8,0.51,1700
26.6,0.2,2000
48.4,0.62,850
25.8,0.57,2250
1.8,0.67,2950
79.2,0.22,4200
78,0.64,1300
34,0.92,1800
27.6,0.43,3600
48,0.11,4400
3,0.05,3800
30.8,0.5,2750
49.2,0.1,2950
60.8,0.7,4650
8,0.7,2700
64.8,0.67,3650
37.2,0.39,2900
50.6,0.11,1450
75.2,0.88,2300
47,0.05,650
68.2,0.28,450
87,0.12,300
3.8,0.64,3600
77,0.02,4300
57.4,0.92,2250
33.2,0.01,1300
35.8,0.48,2400
13.8,0.36,3450
75.8,0.51,4450
26.8,0.42,350
84,0.63,4450
79.6,0.46,4300
24.6,0.26,2450
93.2,0.76,3350
12.6,0.74,2100
31.2,0.99,4850
25.8,0.68,4800
68,0.81,300
13.6,0.55,1500
85.4,0.56,3350
10.8,0.39,550
39.2,0.12,500
20.4,0.49,1800
70.4,0.17,4550
36.6,0.7,4200
25.2,0.61,200
42.6,0.4,3450
49.4,0.97,650
73,0.55,4800
50.6,0.88,3750
59.2,0.28,250
37.8,0.17,2350
25.8,0.28,4150
34.8,0.76,3150
73.2,0.25,5000
35.6,0.46,4450
12.2,0.07,2000
67.4,0.11,700
67.4,0.33,1600
58.4,0.97,300
18,0.57,1600
5.4,0.39,3350
40.6,0.05,4300
33.8,0.78,2600
71.4,0.39,4050
4.8,0.6,3500
71.2,0.02,300
22.6,0.69,4250
43,0.76,2850
88.4,0.05,2850
51.6,0.28,3450
58.4,0.3,200
89.8,0.47,3650
27.6,0.68,4450
48.2,0.82,4100
69.6,0.9,1450
92.2,0.77,2150
28,0.26,3850
66.2,0.64,3250
94.4,0.51,4900
46.2,0.87,4700
94.2,0.94,3550
16,0.02,1750
54.6,0.98,400
53.2,0.62,2150
97.8,0.31,850
46.6,0.34,3050
84.8,0.23,2500
45,0.11,3400
68.4,0.33,2550
85.6,0.49,1150
60,0.42,450
14.4,0.37,4150
3.6,0.79,1000
42.6,0.73,600
8.6,0.29,400
51.4,0.87,4500
72.6,0.97,3700
96.8,0.63,3350
34.2,0.63,4800
20.4,0.72,1700
7,0.65,2000
41.4,0.94,850
90.6,0.19,2250
42.4,0.64,2950
47.8,0.07,4200
59.2,0.74,1300
33.8,0.14,1800
47,0.93,3600
86.2,0.47,4400
96.2,0.8,3800
15.8,0.23,2750
59.4,0.18,2950
1,0.94,4650
13.8,0.09,2700
95,0.35,3650
62.8,0.15,2900
83.8,0.07,1450
60.4,0.78,2300
54.2,0.95,650
99,0.68,450
95.6,0.88,300
34.8,0.05,3600
73.8,0.27,4300
6,0.44,2250
0.4,0.5,1300
46.2,0.49,2400
71.8,0.04,3450
15.4,0.42,4450
66.4,0.16,350
91.2,0.71,4450
46.4,0.35,4300
83.6,0.08,2450
38.8,0.33,3350
24.8,0.37,2100
91.8,0.23,4850
81.6,0.88,4800
81.2,0.68,300
6.4,0.47,1500
0.6,0.18,3350
85.6,0.56,550
17.6,0.12,500
9,0.8,1800
11,0.03,4550
51.8,0.95,4200
76,0.44,200
71.6,0.59,3450
15.4,0.58,650
59.6,0.95,4800
32,0.99,3750
11,0.89,250
48.2,0.32,2350
44,0.92,4150
12.6,0.36,3150
64.6,0.63,5000
89.4,0.6,4450
53.4,0.85,2000
91.6,0.18,700
42.2,0.66,1600
83,0.17,300
46.4,0.62,1600
92.8,0.78,3350
0.4,0.46,4300
31.6,0.42,2600
20.4,0.61,4050
85.4,0.51,3500
48.6,0.31,300
6,0.76,4250
90.2,0.42,2850
66,0.28,2850
90.4,0.6,3450
100,0.96,200
82,0.45,3650
11.8,0.69,4450
85.4,0.07,4100
67.6,0.01,1450
36.2,0.1,2150
41.6,0.41,3850
1.6,0.02,3250
47.2,0.33,4900
27.4,0.22,4700
4.6,0.24,3550
11.4,0.22,1750
80.8,0.87,400
15,0.14,2150
72.2,0.59,850
18.6,0.31,3050
92.2,0.34,2500
74.4,0.89,3400
44.8,0.06,2550
75,0.46,1150
23,0.87,450
8.2,0.11,4150
95,0.16,1000
65.8,0.2,600
69.6,0.59,400
83.4,0.82,4500
62.2,0.6,3700
91.6,0.64,3350
90,0.11,4800
74.8,0.78,1700
4,0.84,2000
78.8,0.31,850
70,0.77,2250
63.6,0.3,2950
6,0.83,4200
13,0.71,1300
99,0.72,1800
98.6,0.06,3600
63,0.93,4400
56.8,0.52,3800
36.8,0.93,2750
35.8,0.2,2950
86.8,0.68,4650
50.4,0.45,2700
62.8,0.5,3650
73.2,0.18,2900
1.4,0.35,1450
46.8,0.35,2300
14.4,0.11,650
71.2,0.54,450
84,0.58,300
0.6,0.19,3600
50.2,0.76,4300
18.8,0.44,2250
26.4,0.23,1300
57.2,0.06,2400
3.8,0.59,3450
82.2,0.99,4450
51.8,0.61,350
80.6,0.56,4450
34.4,0.08,4300
4.4,0.6,2450
95.8,0.25,3350
5.6,0.31,2100
57.6,0.43,4850
92.8,0.91,4800
99.4,0.66,300
2.6,0.93,1500
97.6,0.31,3350
2.2,0.8,550
43.6,0.21,500
86.8,0.49,1800
87,0.42,4550
45.6,0.72,4200
23.4,0.27,200
47,0.73,3450
23.8,0.41,650
77.8,0.25,4800
43,0.66,3750
82.2,0.06,250
13.2,0.71,2350
94.8,0.93,4150
28.8,0.55,3150
9.6,0.57,5000
90.8,0.14,4450
39.8,0.96,2000
79.6,0.51,700
95,0.9,1600
43.4,0.96,300
33.8,0.95,1600
52,0.08,3350
47,0.1,4300
39,0.65,2600
19.6,0.4,4050
72.8,0.8,3500
37.2,0.73,300
73.2,0.32,4250
12.2,0.2,2850
20.2,0.72,2850
5.2,0.86,3450
37.8,0.76,200
25.4,0.02,3650
52,0.68,4450
61.2,0.33,4100
84,0.06,1450
7.2,0.07,2150
13.8,0.93,3850
30.2,0.37,3250
10.4,0.96,4900
96.8,0.09,4700
97.2,0.59,3550
56.8,0.83,1750
53.2,0.97,400
82.4,0.53,2150
70.4,0.83,850
5.2,0.66,3050
3.8,0.31,2500
71.2,0.84,3400
24.6,0.35,2550
70,0.79,1150
96.6,0.81,450
46.8,0.28,4150
36,0.18,1000
38.2,0.25,600
14.2,0.98,400
72.6,0.7,4500
58,0.1,3700
82.4,0.95,3350
24.2,0.62,4800
32.6,0.62,1700
44,0.95,2000
74.2,0.85,850
95.8,0.61,2250
35.2,0.56,2950
64.6,0.8,4200
15,0.13,1300
84,0.05,1800
54.6,0.35,3600
43.2,0.99,4400
52.4,0.99,3800
19.8,0.83,2750
40,0.39,2950
28.2,0.89,4650
83.8,0.34,2700
89,0.29,3650
24.2,0.85,2900
71.2,0.24,1450
19.2,0.21,2300
52.2,0.94,650
5.2,0.52,450
81.8,0.69,300
85.2,0.06,3600
22.2,0.68,4300
17.2,0.01,2250
67,0.64,1300
14,0.33,2400
3,0.6,3450
6.2,0.88,4450
49,0.02,350
42.8,0.25,4450
44.2,0.23,4300
96.8,0.18,2450
73,0.73,3350
15.4,0.13,2100
63.6,0.35,4850
1.8,0.59,4800
19,0.63,300
66.2,0.61,1500
21,0.73,3350
61.4,0.18,550
14.4,0.87,500
40.2,0.81,1800
75.6,0.29,4550
81.8,0.9,4200
90.8,0.12,200
84.4,0.85,3450
82.8,0.72,650
80,0.93,4800
14.6,0.27,3750
89,0.43,250
96,0.58,2350
55.2,0.12,4150
36,0.04,3150
54.2,0.17,5000
35,0.83,4450
14.4,0.71,2000
4.2,0.42,700
33.4,0.92,1600
11.8,0.24,300
23.6,0.51,1600
8.6,0.68,3350
32,0.82,4300
97,0.52,2600
55,0.61,4050
55,0.23,3500
19.2,0.22,300
31,0.97,4250
27.4,0.82,2850
14.4,0.01,2850
17,0.67,3450
64.8,0.05,200
60.8,0.03,3650
9,0.58,4450
37.8,0.7,4100
85.2,0.39,1450
12.4,0.5,2150
30,0.98,3850
50.2,0.7,3250
84.8,0.36,4900
99,0.31,4700
75.6,0.05,3550
50,0.59,1750
66.6,0.18,400
83.2,0.68,2150
22.4,0.74,850
0.2,0.55,3050
95,0.87,2500
32.6,0.86,3400
5.2,0.03,2550
45,0.45,1150
92.2,0.82,450
42,0.5,4150
99.8,0.81,1000
66.2,0.09,600
48.2,0.18,400
65,0.12,4500
11,0.05,3700
3.6,0.43,3350
70.8,0.82,4800
82.2,0.42,1700
71.6,0.29,2000
67.4,0.07,850
62.4,0.17,2250
62.2,0.66,2950
44.8,0.37,4200
97.6,0.21,1300
15.6,0.42,1800
23,0.2,3600
85,0.18,4400
45.2,0.1,3800
64.6,0.56,2750
80.8,0.88,2950
34.2,0.09,4650
88,0.99,2700
36.8,0.64,3650
93,0.79,2900
94.4,0.44,1450
26.2,0.56,2300
68.8,0.09,650
56.8,0.51,450
48.6,0.58,300
73.8,0.2,3600
43,0.14,4300
5,0.75,2250
64.4,0.46,1300
10.2,0.03,2400
23.6,0.38,3450
2.2,0.8,4450
70.6,0.81,350
85.4,0.4,4450
0.2,0.48,4300
62.2,0.7,2450
5,0.25,3350
44.6,0.6,2100
82.2,0.37,4850
26.8,0.69,4800
91.8,0.75,300
2.4,0.58,1500
75.6,0.87,3350
3,0.84,550
94.2,0.68,500
64.8,0.09,1800
80.2,0.81,4550
77.2,0.65,4200
91,0.63,200
4.4,0.01,3450
70.2,0.65,650
19.2,0.77,4800
21.8,0.98,3750
9,0.64,250
74.6,0.71,2350
36.8,0.73,4150
19.2,0.06,3150
25.4,0.94,5000
90.6,0.6,4450
68.6,0.47,2000
72,0.67,700
84,0.52,1600
67.8,0.58,300
4,0.32,1600
0.6,0.3,3350
34.2,0.87,4300
11.4,0.74,2600
49.6,0.79,4050
80.8,0.87,3500
8.6,0.92,300
22.8,0.55,4250
39.2,0.48,2850
83.4,0.99,2850
59.6,0.59,3450
77.4,0.65,200
16,0.7,3650
69.6,0.89,4450
53.8,0.3,4100
23.4,0.47,1450
45.6,0.12,2150
19.2,0.79,3850
51.2,0.12,3250
98,0.29,4900
80.2,0.77,4700
94.4,0.95,3550
11.4,0.36,1750
66.2,0.77,400
89.6,0.48,2150
64.4,0.6,850
22,0.11,3050
98,0.78,2500
16,0.7,3400
39.4,0.3,2550
77.6,0.24,1150
30.6,0.18,450
39.2,0.28,4150
55,0.78,1000
49.2,0.97,600
43.6,0.04,400
66.6,0.36,4500
1.8,0.97,3700
3.6,0.81,3350
57.8,0.6,4800
63,0.49,1700
46,0.2,2000
30.6,0.85,850
14.2,0.72,2250
69,0.32,2950
94.4,0.81,4200
14.2,0.69,1300
9.4,0.44,1800
53.8,0.86,3600
83,0.85,4400
14.4,0.79,3800
63.8,0.41,2750
93.2,0.71,2950
63.6,0.99,4650
53.4,0.09,2700
48.8,0.03,3650
91.6,0.88,2900
68,0.98,1450
64.6,0.86,2300
57.6,0.91,650
45,0.33,450
96.4,0.53,300
20.4,0.64,3600
43,0.4,4300
44.2,0.2,2250
51.4,0.46,1300
13.4,0.13,2400
57.8,0.24,3450
14.8,0.19,4450
83.8,0.27,350
36.4,0.41,4450
98.8,0.69,4300
14.8,0.69,2450
20,0.74,3350
85.2,0.35,2100
80,0.55,4850
20.2,0.68,4800
22.6,0.71,300
40,0.6,1500
18.8,0.82,3350
2.2,0.49,550
100,0.23,500
71.2,0.43,1800
99.8,0.86,4550
45,0.31,4200
95.2,0.33,200
16,0.35,3450
82,0.79,650
62.4,0.33,4800
29.6,0.97,3750
46.4,0.97,250
1,0.98,2350
61.4,0.81,4150
69.4,0.87,3150
77,0.56,5000
3.2,0.56,4450
96.6,0.32,2000
32.2,0.54,700
58,0.38,1600
0.2,0.15,300
59.4,0.65,1600
63.6,0.69,3350
99.4,0.09,4300
22.4,0.27,2600
54.4,0.94,4050
67.2,0.1,3500
51.6,0.84,300
36.6,0.84,4250
75.4,0.62,2850
2.6,0.58,2850
60.4,0.25,3450
28.6,0.93,200
1.2,0.08,3650
41.8,0.48,4450
12.4,0.73,4100
5.4,0.74,1450
97,0.23,2150
44.8,0.43,3850
96.2,0.25,3250
2.8,0.1,4900
80.4,0.66,4700
82.8,0.36,3550
49.2,0.54,1750
21.2,0.57,400
88.6,0.64,2150
2.4,0.84,850
87.2,0.2,3050
18,0.25,2500
40,0.8,3400
50.4,0.97,2550
84.8,0.68,1150
51.6,0.9,450
31.8,0.6,4150
41.8,0.02,1000
30.4,0.17,600
50.8,0.31,400
37.2,0.57,4500
72,0.83,3700
47.8,0.15,3350
79.2,0.87,4800
56.8,0.35,1700
69,0.14,2000
84,0.29,850
12.2,0.77,2250
26.6,0.49,2950
99.8,0.97,4200
4.4,0.39,1300
92.4,0.79,1800
9,0.82,3600
1.2,0.28,4400
95.4,0.89,3800
51.2,0.13,2750
38,0.24,2950
17,0.33,4650
86,0.03,2700
37.2,0.32,3650
96.8,0.35,2900
29.4,0.07,1450
64,0.08,2300
30.8,0.54,650
46.4,0.56,450
83,0.48,300
57.2,0.82,3600
72.8,0.48,4300
90.4,0.34,2250
18.6,0.08,1300
99.4,0.6,2400
64.2,0.62,3450
99.6,0.35,4450
60.2,0.02,350
89.6,0.12,4450
39.2,0.7,4300
4.4,0.4,2450
17,0.13,3350
16,0.57,2100
16.8,0.65,4850
24.4,0.99,4800
73,0.06,300
7.2,0.51,1500
97.6,0.6,3350
98.4,0.08,550
36,0.09,500
71.2,0.47,1800
95.6,0.41,4550
18.6,0.47,4200
28.4,0.02,200
89.8,0.45,3450
46.8,0.15,650
32,0.24,4800
79.8,0.35,3750
17.6,0.09,250
98.8,0.97,2350
1.4,0.01,4150
86.4,0.57,3150
31.8,0.24,5000
98.4,0.75,4450
8.4,0.46,2000
39.4,0.34,700
60.6,0.38,1600
40.4,0.32,300
69.2,0.7,1600
67,0.15,3350
76.6,0.61,4300
23.6,0.86,2600
80.8,0.02,4050
59.2,0.33,3500
14.6,0.8,300
5.6,0.68,4250
67.6,0.61,2850
46.6,0.65,2850
45,0.9,3450
18.4,0.3,200
40.4,0.81,3650
45.8,0.82,4450
52.6,0.04,4100
95.8,0.15,1450
19,0.85,2150
89.8,0.88,3850
88.6,0.47,3250
79.8,0.97,4900
80.2,0.64,4700
52.2,0.36,3550
13.6,0.86,1750
1.8,0.26,400
64.6,0.41,2150
94.2,0.67,850
54.2,0.38,3050
83.2,0.44,2500
65.2,0.99,3400
44,0.28,2550
89.6,0.72,1150
99.8,0.95,450
4.2,0.65,4150
29.6,0.63,1000
77,0.34,600
23.4,0.9,400
78.2,0.07,4500
57.4,0.25,3700
76.6,0.84,3350
55.4,0.68,4800
49,0.07,1700
70,0.31,2000
59.8,0.86,850
66,0.6,2250
29.8,0.21,2950
78.4,0.8,4200
34.6,0.87,1300
75,0.68,1800
80.6,0.32,3600
29.8,0.53,4400
37.4,0.92,3800
21.8,0.91,2750
1.8,0.13,2950
85.8,0.55,4650
23,0.9,2700
86,0.3,3650
44.2,0.09,2900
25,0.7,1450
43.8,0.11,2300
96,0.2,650
67.4,0.51,450
23,0.1,300
87.8,0.33,3600
19.4,0.25,4300
38.2,0.39,2250
49.2,0.94,1300
77.8,0.19,2400
42.2,0.24,3450
32.4,0.3,4450
26,0.53,350
34.4,0.43,4450
90,0.55,4300
45.6,0.37,2450
27.8,0.29,3350
29.6,0.32,2100
53.4,0.81,4850
36.8,0.44,4800
21.4,0.24,300
70.8,0.49,1500
4.4,0.06,3350
17,0.64,550
58.2,0.85,500
36.6,0.3,1800
66.8,0.02,4550
59.6,0.27,4200
81.2,0.28,200
73.2,0.08,3450
24.2,0.96,650
69.8,0.58,4800
5.2,0.46,3750
59.4,0.32,250
97.4,0.49,2350
40.6,0.75,4150
5.8,0.52,3150
35.6,0.48,5000
55.6,0.51,4450
18.6,0.83,2000
54.6,0.28,700
23.4,0.48,1600
2.8,0.23,300
45.4,0.04,1600
51.4,0.51,3350
76.8,0.97,4300
81.4,0.41,2600
71.2,0.11,4050
50.6,0.03,3500
15.8,0.24,300
56.8,0.33,4250
75.8,0.34,2850
84.4,0.93,2850
74.4,0.59,3450
79.4,0.09,200
34,0.51,3650
77.4,0.23,4450
10.6,0.5,4100
13,0.59,1450
10,0.65,2150
16.4,0.73,3850
12.2,0.23,3250
90.4,0.68,4900
15.2,0.71,4700
34.4,0.08,3550
45.4,0.23,1750
98.8,0.13,400
34.4,0.69,2150
85.6,0.7,850
10,0.27,3050
70,0.34,2500
13.2,0.59,3400
76.8,0.25,2550
28,0.38,1150
90.6,0.97,450
65.6,0.44,4150
28.2,0.95,1000
40.4,0.95,600
37.8,0.71,400
34,0.34,4500
83.4,0.41,3700
31.4,0.41,3350
52.4,0.58,4800
19,0.37,1700
5.4,0.95,2000
32.2,0.8,850
96.6,0.63,2250
68.4,0.46,2950
26.6,0.4,4200
13.6,0.57,1300
11.4,0.65,1800
34.4,0.07,3600
91.2,0.98,4400
99.6,0.31,3800
75.2,0.01,2750
12.6,0.29,2950
0.2,0.5,4650
46.2,0.31,2700
13.6,0.12,3650
1.8,0.69,2900
64,0.69,1450
94.8,0.4,2300
45.4,0.32,650
51.8,0.18,450
90.2,0.57,300
71.6,0.92,3600
55,0.24,4300
22.4,0.01,2250
57.8,0.68,1300
13.6,0.68,2400
50.2,0.89,3450
68.6,0.07,4450
9.2,0.64,350
67,0.4,4450
66.4,0.89,4300
79,0.25,2450
87.8,0.97,3350
74.8,0.83,2100
58.2,0.01,4850
30,0.5,4800
84.8,0.47,300
65,0.52,1500
5.2,0.77,3350
56,0.92,550
18.8,0.28,500
18.8,0.01,1800
48.2,0.49,4550
43,0.59,4200
98.6,0.47,200
47,0.36,3450
16.8,0.94,650
99.8,0.27,4800
81.8,0.35,3750
81.8,0.03,250
50.8,0.75,2350
15.2,0.65,4150
5,0.48,3150
6.6,0.42,5000
16.6,0.11,4450
60.8,0.66,2000
4.4,0.05,700
95.6,0.5,1600
12,0.31,300
46,0.42,1600
96.6,0.16,3350
7.8,0.54,4300
26.6,0.3,2600
43.8,0.09,4050
88,0.26,3500
71.4,0.41,300
50,0.93,4250
38.8,0.71,2850
37.6,0.86,2850
37.4,0.82,3450
11.4,0.92,200
64.4,0.32,3650
86.6,0.07,4450
2.8,0.95,4100
2.2,0.62,1450
98.2,0.32,2150
86.4,0.55,3850
58.4,0.05,3250
28.4,0.08,4900
26,0.21,4700
30.6,0.03,3550
25.6,0.64,1750
25.2,0.03,400
87.6,0.85,2150
40.4,0.96,850
49,0.74,3050
47,0.21,2500
92.8,0.04,3400
53.2,0.06,2550
29.4,0.27,1150
52.4,0.26,450
9.2,0.83,4150
28.8,0.1,1000
90,0.74,600
76.2,0.97,400
52.4,0.17,4500
82,0.81,3700
77.8,0.13,3350
60.8,0.24,4800
82.8,0.78,1700
10.2,0.24,2000
66.4,0.52,850
22.2,0.31,2250
23.6,0.47,2950
24,0.18,4200
14.2,0.78,1300
3.8,0.69,1800
49,0.1,3600
97.4,0.87,4400
1.6,0.07,3800
98.2,0.74,2750
72.4,0.82,2950
14.2,0.04,4650
5.4,0.19,2700
95.8,0.28,3650
73,0.56,2900
57,0.85,1450
40.8,0.11,2300
38.8,0.62,650
30.4,0.83,450
62.4,0.82,300
29.6,0.18,3600
64.6,0.55,4300
82.8,0.2,2250
77.4,0.27,1300
35.4,0.72,2400
82.8,0.33,3450
36,0.78,4450
77.6,0.14,350
95.2,0.01,4450
75,0.77,4300
65.8,0.72,2450
9.4,0.71,3350
43.6,0.02,2100
37.2,0.93,4850
94.8,0.99,4800
0.6,0.31,300
49.8,0.15,1500
13.6,0.65,3350
22.6,0.17,550
21,0.66,500
57.2,0.88,1800
70.2,0.68,4550
60.2,0.62,4200
12.8,0.88,200
87.6,0.28,3450
72,0.59,650
74.2,0.25,4800
26.6,0.38,3750
35.2,0.92,250
9.4,0.61,2350
94.8,0.24,4150
82.4,0.64,3150
76.4,0.12,5000
3.6,0.62,4450
53.2,0.36,2000
9.4,0.63,700
37.4,0.34,1600
61.6,0.97,300
14,0.09,1600
88.4,0.56,3350
47.4,0.03,4300
21.4,0.91,2600
76.8,0.9,4050
75.8,0.24,3500
73.8,0.79,300
0.6,0.14,4250
46.8,0.09,2850
50.8,0.43,2850
32,0.94,3450
10,0.65,200
52,0.74,3650
64.8,0.91,4450
42,0.54,4100
71.4,0.25,1450
23.6,0.26,2150
40.4,0.59,3850
94,0.01,3250
44.6,0.63,4900
46.6,0.34,4700
58.8,0.31,3550
38.6,0.57,1750
96.6,0.12,400
2.6,0.91,2150
26.8,0.77,850
36.2,0.87,3050
73.6,0.97,2500
8.6,0.69,3400
67.6,0.9,2550
29.2,0.89,1150
74,0.91,450
72.6,0.02,4150
55.6,0.03,1000
78,0.26,600
76.2,0.17,400
89.4,0.47,4500
21.6,0.61,3700
78.8,0.86,3350
30,0.2,4800
61.8,0.65,1700
77.8,0.58,2000
82.2,0.51,850
53.6,0.41,2250
43.2,0.27,2950
